customer_name,customer_part_no,manufacture_name,supplier_name,supplier_part_no,site,inventorydt,quantity
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/7 0:00,289081
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/8 0:00,273961
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/9 0:00,193561
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/10 0:00,112441
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/11 0:00,40921
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/12 0:00,121
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/13 0:00,98281
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/14 0:00,98281
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/15 0:00,106201
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/16 0:00,166201
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/17 0:00,251641
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/18 0:00,215161
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/19 0:00,119881
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/20 0:00,78601
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/21 0:00,78601
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/22 0:00,7321
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/23 0:00,180121
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/24 0:00,327725
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/25 0:00,277805
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/26 0:00,277805
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/27 0:00,464525
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/28 0:00,496445
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/29 0:00,459485
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/11/30 0:00,570846
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/12/1 0:00,733326
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/12/2 0:00,677166
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/12/3 0:00,648606
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/12/4 0:00,732846
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/12/5 0:00,732846
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/12/6 0:00,699726
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/12/7 0:00,1011246
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/12/8 0:00,979086
d7c9ab1eeb7f99e7bd0f6c79cce0f4f1,2e52134307379f864dabb413f5606ae1,ddafb5a87f20ea6fdf5c12833592c61c,9432e0dfbcc51c67af941987da19fe7f,f2d73841e2300896fca284277bfc2e79,EVMI2CD,2022/12/9 0:00,928206
