index,customer_name,customer_part_no,site_db,eta,quantity,time_idx
801,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/4/25,0,15
802,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/5/2,25883,16
803,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/5/9,16200,17
804,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/5/16,7025,18
805,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/5/23,16505,19
806,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/5/30,0,20
807,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/6/6,13800,21
808,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/6/13,10050,22
809,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/6/20,6485,23
810,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/6/27,0,24
811,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/7/4,220,25
812,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/7/11,2,26
813,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/7/18,0,27
814,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/7/25,25790,28
815,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/8/1,37296,29
816,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/8/8,8150,30
817,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/8/15,0,31
818,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/8/22,0,32
819,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/8/29,18586,33
820,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/9/5,16200,34
821,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/9/12,0,35
822,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/9/19,4325,36
823,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/9/26,2413,37
824,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/10/3,0,38
825,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/10/10,0,39
826,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/10/17,0,40
827,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/10/24,500,41
828,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/10/31,314,42
829,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/11/7,0,43
830,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/11/14,38700,44
831,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/7/18,6365,0
832,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/7/25,3600,1
833,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/8/1,0,2
834,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/8/8,108000,3
835,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/8/15,292378,4
836,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/8/22,286000,5
837,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/8/29,200000,6
838,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/9/5,572000,7
839,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/9/12,385200,8
840,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/9/19,21600,9
841,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/9/26,938400,10
842,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/10/3,349200,11
843,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/10/10,414000,12
844,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/10/17,778800,13
845,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/10/24,156400,14
846,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/10/31,0,15
847,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/11/7,50400,16
848,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/11/14,604800,17
849,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/11/21,302400,18
850,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/11/28,0,19
851,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/12/5,190800,20
852,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/12/12,750400,21
853,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/12/19,446800,22
854,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/12/26,493200,23
855,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2023/1/2,252000,24
856,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/6/27,5200,0
857,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/7/4,4800,1
858,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/7/11,35400,2
859,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/7/18,157000,3
860,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/7/25,96800,4
861,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/8/1,96800,5
862,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/8/8,233000,6
863,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/8/15,375400,7
864,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/8/22,564200,8
865,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/8/29,720200,9
866,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/9/5,1040400,10
867,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/9/12,1242800,11
868,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/9/19,1315800,12
869,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/9/26,1197081,13
870,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/10/3,744400,14
871,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/10/10,679000,15
872,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/10/17,832600,16
873,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/10/24,520200,17
874,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/10/31,443400,18
875,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/11/7,61200,19
876,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/11/14,0,20
877,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/11/21,111200,21
878,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/11/28,0,22
879,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/12/5,170000,23
880,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/12/12,460000,24
881,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/12/19,1209800,25
882,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/12/26,500400,26
883,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2023/1/2,1131600,27
884,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/1/10,10853,0
885,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/1/17,0,1
886,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/1/24,2090,2
887,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/1/31,9936,3
888,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/2/7,22309,4
889,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/2/14,25222,5
890,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/2/21,8250,6
891,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/2/28,21806,7
892,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/3/7,5084,8
893,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/3/14,15493,9
894,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/3/21,8684,10
895,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/3/28,17883,11
896,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/4/4,1500,12
897,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/4/11,7696,13
898,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/4/18,9000,14
899,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/4/25,3500,15
900,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/5/2,198,16
901,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/5/9,9594,17
902,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/5/16,4000,18
903,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/5/23,7000,19
904,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/5/30,11330,20
905,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/6/6,8360,21
906,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/6/13,4000,22
907,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/6/20,4000,23
908,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/6/27,0,24
909,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/7/4,3398,25
910,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/7/11,15000,26
911,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/7/18,3000,27
912,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/7/25,500,28
913,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/8/1,8244,29
914,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/8/8,7000,30
915,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/8/15,8152,31
916,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/8/22,134,32
917,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/1/3,720000,0
918,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/1/10,0,1
919,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/1/17,300000,2
920,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/1/24,400000,3
921,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/1/31,0,4
922,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/2/7,100000,5
923,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/2/14,500000,6
924,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/2/21,0,7
925,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/2/28,200000,8
926,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/3/7,300000,9
927,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/3/14,300000,10
928,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/3/21,0,11
929,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/3/28,0,12
930,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/4/4,100000,13
931,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/4/11,400000,14
932,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/4/18,500000,15
933,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/4/25,700000,16
934,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/5/2,200000,17
935,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/5/9,902400,18
936,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/5/16,600000,19
937,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/5/23,600100,20
938,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/5/30,300150,21
939,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/6/6,500000,22
940,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/6/13,0,23
941,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/6/20,500000,24
942,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/6/27,200000,25
943,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/7/4,100000,26
944,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/7/11,200000,27
945,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/7/18,0,28
946,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/7/25,100000,29
947,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/8/1,100000,30
948,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/8/8,10000,31
949,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/8/15,100000,32
950,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/8/22,100000,33
951,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/8/29,400000,34
952,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/9/5,400000,35
953,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/9/12,200000,36
954,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/9/19,304000,37
955,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/9/26,400000,38
956,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/10/3,0,39
957,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/10/10,600000,40
958,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/10/17,400000,41
959,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/10/24,200000,42
960,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/10/31,0,43
961,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/11/7,0,44
962,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/11/14,0,45
963,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/11/21,708000,46
964,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/11/28,0,47
965,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/12/5,18000,48
966,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/12/12,0,49
967,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/12/19,0,50
968,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022/12/26,0,51
969,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2023/1/2,70000,52
970,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/6/27,5000,0
971,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/7/4,10000,1
972,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/7/11,0,2
973,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/7/18,5000,3
974,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/7/25,80000,4
975,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/8/1,10000,5
976,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/8/8,0,6
977,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/8/15,65000,7
978,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/8/22,150000,8
979,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/8/29,210000,9
980,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/9/5,340000,10
981,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/9/12,490000,11
982,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/9/19,326000,12
983,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/9/26,730416,13
984,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/10/3,308000,14
985,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/10/10,643000,15
986,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/10/17,805000,16
987,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/10/24,300000,17
988,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/10/31,30000,18
989,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/11/7,0,19
990,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/11/14,650000,20
991,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/11/21,300000,21
992,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/11/28,0,22
993,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/12/5,180000,23
994,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022/12/12,150000,24
