,index,customer_name,customer_part_no,site_db,eta,quantity,time_idx
79,79,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022/9/19,70300,5
80,80,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022/10/17,104077,6
81,81,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022/11/14,112686,7
82,82,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022/12/12,86100,8
83,83,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2023/1/9,14000,9
84,84,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022/4/18,40000,0
85,85,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022/5/16,64000,1
86,86,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022/6/13,40000,2
87,87,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022/7/11,360000,3
88,88,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022/8/8,20000,4
89,89,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022/9/5,230000,5
90,90,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022/10/3,460000,6
91,91,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022/10/31,780000,7
92,92,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022/11/28,800000,8
93,93,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022/12/26,340000,9
94,94,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2023/1/23,60000,10
95,95,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020/3/30,30000,0
96,96,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020/4/27,0,1
97,97,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020/5/25,0,2
98,98,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020/6/22,0,3
99,99,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020/7/20,0,4
100,100,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020/8/17,0,5
101,101,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020/9/14,0,6
102,102,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020/10/12,0,7
103,103,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020/11/9,0,8
104,104,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020/12/7,0,9
105,105,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/1/4,0,10
106,106,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/2/1,0,11
107,107,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/3/1,0,12
108,108,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/3/29,0,13
109,109,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/4/26,0,14
110,110,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/5/24,0,15
111,111,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/6/21,0,16
112,112,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/7/19,0,17
113,113,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/8/16,0,18
114,114,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/9/13,0,19
115,115,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/10/11,0,20
116,116,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/11/8,0,21
117,117,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021/12/6,0,22
118,118,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/1/3,0,23
119,119,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/1/31,165000,24
120,120,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/2/28,225000,25
121,121,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/3/28,150000,26
122,122,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/4/25,90000,27
123,123,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/5/23,135000,28
124,124,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/6/20,210000,29
125,125,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/7/18,225000,30
126,126,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/8/15,240000,31
127,127,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/9/12,90000,32
128,128,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/10/10,135000,33
129,129,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/11/7,0,34
130,130,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022/12/5,4760,35
131,131,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2023/1/2,15000,36
132,132,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/1/17,120000,0
133,133,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/2/14,325380,1
134,134,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/3/14,548680,2
135,135,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/4/11,130360,3
136,136,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/5/9,280160,4
137,137,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/6/6,193220,5
138,138,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/7/4,506220,6
139,139,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/8/1,495000,7
140,140,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/8/29,524040,8
141,141,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/9/26,568780,9
142,142,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/10/24,707520,10
143,143,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/11/21,499840,11
144,144,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022/12/19,273680,12
145,145,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022/5/2,40000,0
146,146,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022/5/30,30000,1
147,147,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022/6/27,20000,2
148,148,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022/7/25,20000,3
149,149,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022/8/22,73160,4
150,150,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022/9/19,155000,5
151,151,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022/10/17,480000,6
152,152,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022/11/14,440000,7
153,153,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022/12/12,330000,8
154,154,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2023/1/9,110000,9
155,155,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022/1/10,45000,0
156,156,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022/2/7,170000,1
157,157,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022/3/7,285000,2
158,158,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022/4/4,165000,3
159,159,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022/5/2,240000,4
160,160,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022/5/30,105000,5
161,161,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022/6/27,115000,6
162,162,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022/7/25,125000,7
163,163,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022/8/22,170000,8
164,164,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022/9/19,115000,9
165,165,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022/10/17,45000,10
166,166,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022/8/1,1000,0
167,167,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022/8/29,33600,1
168,168,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022/9/26,63560,2
169,169,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022/10/24,215003,3
170,170,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022/11/21,259492,4
171,171,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022/12/19,85500,5
172,172,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2023/1/16,65458,6
173,173,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022/4/18,80000,0
174,174,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022/5/16,0,1
175,175,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022/6/13,0,2
176,176,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022/7/11,400000,3
177,177,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022/8/8,20000,4
178,178,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022/9/5,240000,5
179,179,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022/10/3,460000,6
180,180,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022/10/31,760000,7
181,181,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022/11/28,800000,8
182,182,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022/12/26,360000,9
183,183,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2023/1/23,60000,10
184,184,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/1/10,10816,0
185,185,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/2/7,33726,1
186,186,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/3/7,42530,2
187,187,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/4/4,40986,3
188,188,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/5/2,22902,4
189,189,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/5/30,25133,5
190,190,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/6/27,9068,6
191,191,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/7/25,18035,7
192,192,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/8/22,8627,8
193,193,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/9/19,20331,9
194,194,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/10/17,16583,10
195,195,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/11/14,7648,11
196,196,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022/12/12,7701,12
197,197,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2023/1/9,2287,13
198,198,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/1/10,5000,0
199,199,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/2/7,35000,1
200,200,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/3/7,69000,2
201,201,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/4/4,50000,3
202,202,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/5/2,27000,4
203,203,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/5/30,0,5
204,204,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/6/27,84522,6
205,205,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/7/25,160000,7
206,206,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/8/22,25000,8
207,207,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/9/19,85000,9
208,208,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/10/17,47500,10
209,209,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/11/14,37500,11
210,210,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022/12/12,42500,12
211,211,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2023/1/9,32000,13
212,212,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022/6/27,10400,0
213,213,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022/7/25,225000,1
214,214,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022/8/22,500800,2
215,215,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022/9/19,2152800,3
216,216,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022/10/17,3888000,4
217,217,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022/11/14,1572400,5
218,218,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022/12/12,999200,6
219,219,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2023/1/9,2390838,7
220,220,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022/6/27,12000,0
221,221,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022/7/25,394720,1
222,222,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022/8/22,958000,2
223,223,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022/9/19,3284000,3
224,224,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022/10/17,7423000,4
225,225,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022/11/14,2717000,5
226,226,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022/12/12,2604000,6
227,227,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2023/1/9,5736000,7
228,228,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022/1/10,500000,0
229,229,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022/2/7,1400000,1
230,230,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022/3/7,2800000,2
231,231,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022/4/4,1300000,3
232,232,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022/5/2,520000,4
233,233,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022/5/30,1260000,5
234,234,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022/6/27,600000,6
235,235,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022/7/25,960000,7
236,236,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022/8/22,366000,8
237,237,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022/7/25,2360,0
238,238,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022/8/22,900828,1
239,239,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022/9/19,734330,2
240,240,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022/10/17,378130,3
241,241,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022/11/14,655877,4
242,242,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022/12/12,162987,5
243,243,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2023/1/9,62577,6
244,244,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/1/10,7875,0
245,245,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/2/7,33957,1
246,246,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/3/7,8630,2
247,247,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/4/4,3470,3
248,248,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/5/2,28909,4
249,249,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/5/30,39730,5
250,250,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/6/27,30335,6
251,251,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/7/25,26012,7
252,252,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/8/22,45446,8
253,253,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/9/19,39111,9
254,254,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/10/17,2413,10
255,255,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022/11/14,39514,11
256,256,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/7/18,6365,0
257,257,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/8/15,403978,1
258,258,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/9/12,1443200,2
259,259,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/10/10,1723200,3
260,260,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/11/7,985600,4
261,261,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022/12/5,1098000,5
262,262,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2023/1/2,1942400,6
263,263,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/6/27,5200,0
264,264,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/7/25,294000,1
265,265,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/8/22,1269400,2
266,266,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/9/19,4319200,3
267,267,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/10/17,3453081,4
268,268,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/11/14,1024800,5
269,269,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022/12/12,741200,6
270,270,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2023/1/9,2841800,7
271,271,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/1/10,10853,0
272,272,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/2/7,34335,1
273,273,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/3/7,60362,2
274,274,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/4/4,43560,3
275,275,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022/5/2,20394,4
