,index,customer_name,customer_part_no,site_db,eta,quantity,time_idx
204,204,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-03-14,150000,3
205,205,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-04-04,165000,4
206,206,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-04-25,210000,5
207,207,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-05-16,60000,6
208,208,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-06-06,75000,7
209,209,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-06-27,115000,8
210,210,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-07-18,95000,9
211,211,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-08-08,110000,10
212,212,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-08-29,90000,11
213,213,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-09-19,115000,12
214,214,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-10-10,45000,13
215,215,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022-08-01,1000,0
216,216,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022-08-22,33600,1
217,217,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022-09-12,63560,2
218,218,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022-10-03,26500,3
219,219,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022-10-24,188503,4
220,220,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022-11-14,222892,5
221,221,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022-12-05,51600,6
222,222,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2022-12-26,84000,7
223,223,7e0d847c78df7e95d8e8779df7557fbc,979911c132eaa34966424a465a2637d8,EVMI2CD,2023-01-16,51958,8
224,224,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-04-18,80000,0
225,225,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-05-09,0,1
226,226,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-05-30,0,2
227,227,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-06-20,60000,3
228,228,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-07-11,340000,4
229,229,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-08-01,20000,5
230,230,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-08-22,100000,6
231,231,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-09-12,240000,7
232,232,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-10-03,360000,8
233,233,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-10-24,600000,9
234,234,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-11-14,600000,10
235,235,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-12-05,560000,11
236,236,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2022-12-26,160000,12
237,237,7e0d847c78df7e95d8e8779df7557fbc,af23936a98c1ed67c7b6e6f39747f052,EVMI2CD,2023-01-16,60000,13
238,238,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-01-10,10816,0
239,239,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-01-31,24226,1
240,240,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-02-21,25325,2
241,241,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-03-14,41705,3
242,242,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-04-04,25986,4
243,243,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-04-25,22902,5
244,244,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-05-16,7591,6
245,245,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-06-06,17542,7
246,246,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-06-27,9068,8
247,247,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-07-18,18035,9
248,248,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-08-08,8627,10
249,249,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-08-29,0,11
250,250,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-09-19,20331,12
251,251,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-10-10,4933,13
252,252,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-10-31,15692,14
253,253,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-11-21,8307,15
254,254,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2022-12-12,3000,16
255,255,7e0d847c78df7e95d8e8779df7557fbc,fc1dee4d3f1568bc0a080505b4857dff,EVMI2CD,2023-01-02,2287,17
256,256,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-01-10,5000,0
257,257,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-01-31,30000,1
258,258,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-02-21,59000,2
259,259,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-03-14,20000,3
260,260,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-04-04,45000,4
261,261,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-04-25,27000,5
262,262,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-05-16,0,6
263,263,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-06-06,21522,7
264,264,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-06-27,63000,8
265,265,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-07-18,140000,9
266,266,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-08-08,45000,10
267,267,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-08-29,0,11
268,268,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-09-19,85000,12
269,269,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-10-10,30000,13
270,270,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-10-31,40000,14
271,271,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-11-21,50000,15
272,272,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2022-12-12,7500,16
273,273,7e0d847c78df7e95d8e8779df7557fbc,fde5034231ffc658680eaf6e2586e9b0,EVMI2CD,2023-01-02,32000,17
274,274,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022-06-27,10400,0
275,275,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022-07-18,125000,1
276,276,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022-08-08,100000,2
277,277,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022-08-29,1112800,3
278,278,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022-09-19,1540800,4
279,279,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022-10-10,3024000,5
280,280,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022-10-31,2275200,6
281,281,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022-11-21,391200,7
282,282,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2022-12-12,769200,8
283,283,b44d54cbf91dca39e00e2037dcc8a5c6,0f87a196a6c0ac2eec7b9255afe9fe25,EVMI2ZZ,2023-01-02,2390838,9
284,284,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022-06-27,12000,0
285,285,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022-07-18,388720,1
286,286,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022-08-08,448000,2
287,287,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022-08-29,1400000,3
288,288,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022-09-19,2400000,4
289,289,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022-10-10,5150000,5
290,290,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022-10-31,4180000,6
291,291,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022-11-21,1232000,7
292,292,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2022-12-12,2182000,8
293,293,b44d54cbf91dca39e00e2037dcc8a5c6,10c89e9c6b04170e0aeaa1e19efb5b45,EVMI2ZZ,2023-01-02,5736000,9
294,294,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-01-10,500000,0
295,295,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-01-31,1400000,1
296,296,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-02-21,1500000,2
297,297,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-03-14,1700000,3
298,298,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-04-04,900000,4
299,299,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-04-25,320000,5
300,300,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-05-16,460000,6
301,301,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-06-06,1080000,7
302,302,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-06-27,520000,8
303,303,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-07-18,740000,9
304,304,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-08-08,380000,10
305,305,b44d54cbf91dca39e00e2037dcc8a5c6,1c6f70985e2e640ff0d4121a607827de,EVMI2ZZ,2022-08-29,206000,11
306,306,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022-07-25,2360,0
307,307,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022-08-15,742141,1
308,308,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022-09-05,616490,2
309,309,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022-09-26,398747,3
310,310,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022-10-17,255910,4
311,311,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022-11-07,631937,5
312,312,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022-11-28,186900,6
313,313,b44d54cbf91dca39e00e2037dcc8a5c6,33334a8f91deb5664ae8708fc50be339,EVMI2ZZ,2022-12-19,62604,7
314,314,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-01-10,7875,0
315,315,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-01-31,33957,1
316,316,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-02-21,1515,2
317,317,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-03-14,7115,3
318,318,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-04-04,3470,4
319,319,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-04-25,3026,5
320,320,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-05-16,49108,6
321,321,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-06-06,30305,7
322,322,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-06-27,16535,8
323,323,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-07-18,222,9
324,324,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-08-08,71236,10
325,325,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-08-29,18586,11
326,326,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-09-19,20525,12
327,327,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-10-10,2413,13
328,328,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-10-31,814,14
329,329,b44d54cbf91dca39e00e2037dcc8a5c6,33a2e7500e047e14a133116d702373fb,EVMI2ZZ,2022-11-21,38700,15
330,330,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022-07-18,6365,0
331,331,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022-08-08,111600,1
332,332,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022-08-29,778378,2
333,333,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022-09-19,978800,3
334,334,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022-10-10,1701600,4
335,335,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022-10-31,935200,5
336,336,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022-11-21,957600,6
337,337,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2022-12-12,941200,7
338,338,b44d54cbf91dca39e00e2037dcc8a5c6,3f9025b2e9710ff0db9f1aef1c15d9b1,EVMI2ZZ,2023-01-02,1192000,8
339,339,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022-06-27,5200,0
340,340,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022-07-18,197200,1
341,341,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022-08-08,426600,2
342,342,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022-08-29,1659800,3
343,343,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022-09-19,3599000,4
344,344,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022-10-10,2620481,5
345,345,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022-10-31,1796200,6
346,346,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022-11-21,172400,7
347,347,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2022-12-12,630000,8
348,348,b44d54cbf91dca39e00e2037dcc8a5c6,3f9cbb1c9cb67b8b326c6d18d3cab7e5,EVMI2ZZ,2023-01-02,2841800,9
349,349,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-01-10,10853,0
350,350,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-01-31,12026,1
351,351,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-02-21,55781,2
352,352,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-03-14,42383,3
353,353,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-04-04,28067,4
354,354,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-04-25,20196,5
355,355,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-05-16,13792,6
356,356,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-06-06,26690,7
357,357,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-06-27,8000,8
358,358,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-07-18,21398,9
359,359,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-08-08,15744,10
360,360,b44d54cbf91dca39e00e2037dcc8a5c6,3ff94d59e675985ec342493a1e219b19,EVMI2ZZ,2022-08-29,8286,11
361,361,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-01-03,720000,0
362,362,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-01-24,700000,1
363,363,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-02-14,600000,2
364,364,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-03-07,500000,3
365,365,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-03-28,300000,4
366,366,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-04-18,1000000,5
367,367,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-05-09,1802400,6
368,368,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-05-30,1500250,7
369,369,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-06-20,1000000,8
370,370,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-07-11,500000,9
371,371,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-08-01,200000,10
372,372,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-08-22,210000,11
373,373,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-09-12,1000000,12
374,374,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-10-03,704000,13
375,375,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-10-24,1200000,14
376,376,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-11-14,0,15
377,377,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-12-05,726000,16
378,378,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2022-12-26,0,17
379,379,b44d54cbf91dca39e00e2037dcc8a5c6,42928da149e5daa598bef7c1a44e3eb6,EVMI2ZZ,2023-01-16,70000,18
380,380,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022-06-27,5000,0
381,381,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022-07-18,15000,1
382,382,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022-08-08,90000,2
383,383,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022-08-29,425000,3
384,384,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022-09-19,1156000,4
385,385,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022-10-10,1681416,5
386,386,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022-10-31,1135000,6
387,387,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022-11-21,950000,7
388,388,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2022-12-12,330000,8
389,389,b44d54cbf91dca39e00e2037dcc8a5c6,4a2a52c4f2a0828ae302c0f25af1eadf,EVMI2ZZ,2023-01-02,1900000,9
390,390,b44d54cbf91dca39e00e2037dcc8a5c6,4b0ea7ac7d55720a2f4d768ff171d58d,EVMI2ZZ,2022-06-27,5000,0
391,391,b44d54cbf91dca39e00e2037dcc8a5c6,4b0ea7ac7d55720a2f4d768ff171d58d,EVMI2ZZ,2022-07-18,50000,1
392,392,b44d54cbf91dca39e00e2037dcc8a5c6,4b0ea7ac7d55720a2f4d768ff171d58d,EVMI2ZZ,2022-08-08,291060,2
393,393,b44d54cbf91dca39e00e2037dcc8a5c6,4b0ea7ac7d55720a2f4d768ff171d58d,EVMI2ZZ,2022-08-29,1247400,3
394,394,b44d54cbf91dca39e00e2037dcc8a5c6,4b0ea7ac7d55720a2f4d768ff171d58d,EVMI2ZZ,2022-09-19,1580040,4
395,395,b44d54cbf91dca39e00e2037dcc8a5c6,4b0ea7ac7d55720a2f4d768ff171d58d,EVMI2ZZ,2022-10-10,2536380,5
396,396,b44d54cbf91dca39e00e2037dcc8a5c6,4b0ea7ac7d55720a2f4d768ff171d58d,EVMI2ZZ,2022-10-31,1787940,6
