,index,customer_name,customer_part_no,site_db,eta,quantity,time_idx
23,23,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-05-16,0,6
24,24,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-06-06,0,7
25,25,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-06-27,0,8
26,26,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-07-18,20000,9
27,27,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-08-08,40000,10
28,28,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-08-29,400000,11
29,29,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-09-19,40000,12
30,30,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-10-10,40000,13
31,31,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-10-31,340000,14
32,32,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-11-21,390000,15
33,33,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-12-12,230000,16
34,34,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2023-01-02,210000,17
35,35,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-01-03,60,0
36,36,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-01-24,2840,1
37,37,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-02-14,5724,2
38,38,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-03-07,0,3
39,39,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-03-28,0,4
40,40,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-04-18,0,5
41,41,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-05-09,6696,6
42,42,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-05-30,0,7
43,43,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-06-20,0,8
44,44,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-07-11,4174,9
45,45,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-08-01,1897,10
46,46,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-08-22,8606,11
47,47,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-09-12,2590,12
48,48,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-10-03,6430,13
49,49,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-10-24,4340,14
50,50,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-11-14,3874,15
51,51,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-12-05,5051,16
52,52,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-12-26,4900,17
53,53,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-04-11,2400,0
54,54,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-05-02,7679,1
55,55,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-05-23,866,2
56,56,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-06-13,2120,3
57,57,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-07-04,2260,4
58,58,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-07-25,3710,5
59,59,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-08-15,2199,6
60,60,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-09-05,1344,7
61,61,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-09-26,1889,8
62,62,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-10-17,688,9
63,63,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-11-07,0,10
64,64,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-11-28,422,11
65,65,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-12-19,900,12
66,66,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2023-01-09,3160,13
67,67,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-02-14,280000,0
68,68,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-03-07,1540000,1
69,69,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-03-28,0,2
70,70,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-04-18,0,3
71,71,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-05-09,0,4
72,72,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-05-30,0,5
73,73,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-06-20,190000,6
74,74,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-07-11,350000,7
75,75,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-08-01,300000,8
76,76,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-08-22,460000,9
77,77,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-09-12,260000,10
78,78,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-10-03,230000,11
79,79,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-10-24,300000,12
80,80,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-11-14,200000,13
81,81,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-12-05,290000,14
82,82,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-12-26,390000,15
83,83,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2023-01-16,40000,16
84,84,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-05-16,200,0
85,85,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-06-06,4700,1
86,86,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-06-27,6610,2
87,87,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-07-18,1000,3
88,88,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-08-08,200,4
89,89,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-08-29,38000,5
90,90,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-09-19,59100,6
91,91,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-10-10,81791,7
92,92,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-10-31,114837,8
93,93,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-11-21,96200,9
94,94,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-12-12,75400,10
95,95,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-05-02,200,0
96,96,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-05-23,0,1
97,97,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-06-13,2960,2
98,98,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-07-04,0,3
99,99,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-07-25,2000,4
100,100,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-08-15,31500,5
101,101,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-09-05,59300,6
102,102,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-09-26,63000,7
103,103,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-10-17,56077,8
104,104,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-11-07,100686,9
105,105,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-11-28,70200,10
106,106,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-12-19,35900,11
107,107,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2023-01-09,6000,12
108,108,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-04-18,40000,0
109,109,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-05-09,64000,1
110,110,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-05-30,0,2
111,111,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-06-20,80000,3
112,112,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-07-11,320000,4
113,113,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-08-01,20000,5
114,114,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-08-22,70000,6
115,115,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-09-12,300000,7
116,116,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-10-03,320000,8
117,117,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-10-24,540000,9
118,118,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-11-14,660000,10
119,119,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-12-05,560000,11
120,120,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-12-26,160000,12
121,121,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2023-01-16,60000,13
122,122,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-03-30,30000,0
123,123,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-04-20,0,1
124,124,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-05-11,0,2
125,125,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-06-01,0,3
126,126,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-06-22,0,4
127,127,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-07-13,0,5
128,128,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-08-03,0,6
129,129,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-08-24,0,7
130,130,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-09-14,0,8
131,131,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-10-05,0,9
132,132,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-10-26,0,10
133,133,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-11-16,0,11
134,134,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-12-07,0,12
135,135,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-12-28,0,13
136,136,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-01-18,0,14
137,137,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-02-08,0,15
138,138,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-03-01,0,16
139,139,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-03-22,0,17
140,140,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-04-12,0,18
141,141,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-05-03,0,19
142,142,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-05-24,0,20
143,143,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-06-14,0,21
144,144,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-07-05,0,22
145,145,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-07-26,0,23
146,146,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-08-16,0,24
147,147,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-09-06,0,25
148,148,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-09-27,0,26
149,149,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-10-18,0,27
150,150,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-11-08,0,28
151,151,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-11-29,0,29
152,152,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-12-20,0,30
153,153,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-01-10,0,31
154,154,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-01-31,165000,32
155,155,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-02-21,165000,33
156,156,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-03-14,150000,34
157,157,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-04-04,90000,35
158,158,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-04-25,60000,36
159,159,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-05-16,90000,37
160,160,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-06-06,165000,38
161,161,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-06-27,135000,39
162,162,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-07-18,180000,40
163,163,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-08-08,135000,41
164,164,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-08-29,135000,42
165,165,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-09-19,120000,43
166,166,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-10-10,75000,44
167,167,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-10-31,0,45
168,168,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-11-21,0,46
169,169,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2022-12-12,4760,47
170,170,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2023-01-02,15000,48
171,171,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-01-17,120000,0
172,172,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-02-07,151800,1
173,173,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-02-28,447480,2
174,174,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-03-21,274780,3
175,175,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-04-11,130360,4
176,176,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-05-02,215380,5
177,177,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-05-23,114780,6
178,178,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-06-13,143220,7
179,179,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-07-04,506220,8
180,180,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-07-25,246180,9
181,181,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-08-15,451220,10
182,182,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-09-05,412060,11
183,183,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-09-26,478360,12
184,184,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-10-17,696960,13
185,185,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-11-07,418880,14
186,186,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-11-28,201520,15
187,187,7e0d847c78df7e95d8e8779df7557fbc,623eca8bc4becb3b25e952fa0f941213,EVMI2CD,2022-12-19,163680,16
188,188,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-05-02,40000,0
189,189,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-05-23,30000,1
190,190,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-06-13,20000,2
191,191,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-07-04,0,3
192,192,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-07-25,20000,4
193,193,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-08-15,73160,5
194,194,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-09-05,60000,6
195,195,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-09-26,195000,7
196,196,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-10-17,380000,8
197,197,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-11-07,250000,9
198,198,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-11-28,370000,10
199,199,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2022-12-19,230000,11
200,200,7e0d847c78df7e95d8e8779df7557fbc,655ee064df94098ea7e84461eba85856,EVMI2CD,2023-01-09,30000,12
201,201,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-01-10,45000,0
202,202,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-01-31,170000,1
203,203,7e0d847c78df7e95d8e8779df7557fbc,6fa7d2b41285672d8c7819b71db076e4,EVMI2CD,2022-02-21,135000,2
