,index,customer_name,customer_part_no,site_db,eta,quantity,time_idx
18,18,2e9d0015563e8f6c3614c219c759934c,8d38afe1b83414573501e8e91c71dbd6,EVMI2JUAREZ,2022-09-26,100,18
19,19,2e9d0015563e8f6c3614c219c759934c,8d38afe1b83414573501e8e91c71dbd6,EVMI2JUAREZ,2022-10-10,251,19
20,20,2e9d0015563e8f6c3614c219c759934c,8d38afe1b83414573501e8e91c71dbd6,EVMI2JUAREZ,2022-10-24,456,20
21,21,2e9d0015563e8f6c3614c219c759934c,8d38afe1b83414573501e8e91c71dbd6,EVMI2JUAREZ,2022-11-07,459,21
22,22,2e9d0015563e8f6c3614c219c759934c,8d38afe1b83414573501e8e91c71dbd6,EVMI2JUAREZ,2022-11-21,264,22
23,23,2e9d0015563e8f6c3614c219c759934c,8d38afe1b83414573501e8e91c71dbd6,EVMI2JUAREZ,2022-12-05,107,23
24,24,2e9d0015563e8f6c3614c219c759934c,8d38afe1b83414573501e8e91c71dbd6,EVMI2JUAREZ,2022-12-19,272,24
25,25,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-01-10,20000,0
26,26,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-01-24,10000,1
27,27,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-02-07,0,2
28,28,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-02-21,60000,3
29,29,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-03-07,1290000,4
30,30,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-03-21,0,5
31,31,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-04-04,0,6
32,32,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-04-18,0,7
33,33,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-05-02,0,8
34,34,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-05-16,0,9
35,35,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-05-30,0,10
36,36,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-06-13,0,11
37,37,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-06-27,0,12
38,38,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-07-11,10000,13
39,39,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-07-25,30000,14
40,40,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-08-08,20000,15
41,41,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-08-22,400000,16
42,42,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-09-05,10000,17
43,43,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-09-19,30000,18
44,44,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-10-03,10000,19
45,45,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-10-17,140000,20
46,46,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-10-31,230000,21
47,47,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-11-14,330000,22
48,48,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-11-28,200000,23
49,49,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-12-12,90000,24
50,50,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2022-12-26,130000,25
51,51,2e9d0015563e8f6c3614c219c759934c,db87cd92052e1f1e2299e07a8390b68c,EVMI2,2023-01-09,80000,26
52,52,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-01-03,60,0
53,53,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-01-17,1960,1
54,54,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-01-31,880,2
55,55,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-02-14,5724,3
56,56,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-02-28,0,4
57,57,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-03-14,0,5
58,58,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-03-28,0,6
59,59,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-04-11,0,7
60,60,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-04-25,4086,8
61,61,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-05-09,2610,9
62,62,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-05-23,0,10
63,63,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-06-06,0,11
64,64,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-06-20,0,12
65,65,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-07-04,3187,13
66,66,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-07-18,2279,14
67,67,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-08-01,605,15
68,68,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-08-15,6446,16
69,69,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-08-29,2160,17
70,70,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-09-12,2590,18
71,71,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-09-26,3510,19
72,72,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-10-10,3400,20
73,73,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-10-24,3860,21
74,74,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-11-07,1820,22
75,75,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-11-21,2054,23
76,76,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-12-05,5051,24
77,77,2e9d0015563e8f6c3614c219c759934c,def378055040440224dd509527cfc1d7,EVMI2JUAREZ,2022-12-19,4900,25
78,78,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-04-11,2400,0
79,79,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-04-25,6734,1
80,80,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-05-09,1411,2
81,81,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-05-23,400,3
82,82,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-06-06,788,4
83,83,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-06-20,2132,5
84,84,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-07-04,1460,6
85,85,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-07-18,2860,7
86,86,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-08-01,2330,8
87,87,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-08-15,719,9
88,88,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-08-29,494,10
89,89,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-09-12,850,11
90,90,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-09-26,1889,12
91,91,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-10-10,400,13
92,92,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-10-24,288,14
93,93,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-11-07,0,15
94,94,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-11-21,422,16
95,95,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-12-05,0,17
96,96,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2022-12-19,900,18
97,97,2e9d0015563e8f6c3614c219c759934c,df1f3c35ef2ee9cf5d0b484c40cd0fc1,EVMI2MKD,2023-01-02,3160,19
98,98,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-02-14,280000,0
99,99,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-02-28,0,1
100,100,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-03-14,1540000,2
101,101,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-03-28,0,3
102,102,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-04-11,0,4
103,103,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-04-25,0,5
104,104,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-05-09,0,6
105,105,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-05-23,0,7
106,106,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-06-06,0,8
107,107,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-06-20,190000,9
108,108,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-07-04,180000,10
109,109,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-07-18,240000,11
110,110,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-08-01,230000,12
111,111,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-08-15,240000,13
112,112,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-08-29,290000,14
113,113,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-09-12,190000,15
114,114,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-09-26,210000,16
115,115,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-10-10,120000,17
116,116,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-10-24,200000,18
117,117,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-11-07,120000,19
118,118,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-11-21,190000,20
119,119,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-12-05,180000,21
120,120,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2022-12-19,330000,22
121,121,2e9d0015563e8f6c3614c219c759934c,fcee47203c247adb44436c493e933aa7,EVMI2,2023-01-02,100000,23
122,122,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-05-16,200,0
123,123,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-05-30,0,1
124,124,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-06-13,11310,2
125,125,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-06-27,0,3
126,126,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-07-11,0,4
127,127,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-07-25,1000,5
128,128,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-08-08,200,6
129,129,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-08-22,35000,7
130,130,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-09-05,7000,8
131,131,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-09-19,55100,9
132,132,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-10-03,65591,10
133,133,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-10-17,65766,11
134,134,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-10-31,65271,12
135,135,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-11-14,61000,13
136,136,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-11-28,78900,14
137,137,7e0d847c78df7e95d8e8779df7557fbc,0ebfac40ff24b21247bb349489097449,EVMI2CD,2022-12-12,31700,15
138,138,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-05-02,200,0
139,139,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-05-16,0,1
140,140,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-05-30,0,2
141,141,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-06-13,2960,3
142,142,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-06-27,0,4
143,143,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-07-11,0,5
144,144,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-07-25,2000,6
145,145,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-08-08,9000,7
146,146,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-08-22,26500,8
147,147,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-09-05,55300,9
148,148,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-09-19,15000,10
149,149,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-10-03,82000,11
150,150,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-10-17,22077,12
151,151,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-10-31,60486,13
152,152,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-11-14,52200,14
153,153,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-11-28,58200,15
154,154,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-12-12,27900,16
155,155,7e0d847c78df7e95d8e8779df7557fbc,1ea3b6ce6d51c67555878869f2c2c8f3,EVMI2CD,2022-12-26,14000,17
156,156,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-04-18,40000,0
157,157,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-05-02,64000,1
158,158,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-05-16,0,2
159,159,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-05-30,0,3
160,160,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-06-13,40000,4
161,161,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-06-27,160000,5
162,162,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-07-11,200000,6
163,163,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-07-25,20000,7
164,164,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-08-08,0,8
165,165,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-08-22,70000,9
166,166,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-09-05,160000,10
167,167,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-09-19,180000,11
168,168,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-10-03,280000,12
169,169,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-10-17,380000,13
170,170,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-10-31,400000,14
171,171,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-11-14,420000,15
172,172,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-11-28,380000,16
173,173,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-12-12,220000,17
174,174,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2022-12-26,120000,18
175,175,7e0d847c78df7e95d8e8779df7557fbc,37a7e5801088d739beca94cdffe3f97a,EVMI2CD,2023-01-09,60000,19
176,176,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-03-30,30000,0
177,177,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-04-13,0,1
178,178,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-04-27,0,2
179,179,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-05-11,0,3
180,180,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-05-25,0,4
181,181,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-06-08,0,5
182,182,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-06-22,0,6
183,183,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-07-06,0,7
184,184,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-07-20,0,8
185,185,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-08-03,0,9
186,186,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-08-17,0,10
187,187,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-08-31,0,11
188,188,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-09-14,0,12
189,189,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-09-28,0,13
190,190,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-10-12,0,14
191,191,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-10-26,0,15
192,192,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-11-09,0,16
193,193,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-11-23,0,17
194,194,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-12-07,0,18
195,195,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2020-12-21,0,19
196,196,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-01-04,0,20
197,197,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-01-18,0,21
198,198,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-02-01,0,22
199,199,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-02-15,0,23
200,200,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-03-01,0,24
201,201,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-03-15,0,25
202,202,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-03-29,0,26
203,203,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-04-12,0,27
204,204,7e0d847c78df7e95d8e8779df7557fbc,3bc9056f2a33af7af76f755d4c2fecfe,EVMI2CD,2021-04-26,0,28
